# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:T_dmeff               13:cdmeff2               14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       3.518872804248e+10       6.105018489757e-19       1.317330315942e-05       2.671215354346e+15       1.429062973302e+04       4.061138474618e-07       5.028690832453e+14       7.605609915569e-06       4.218842837580e+30       1.077727000009e+23       5.589830099013e+23       9.590687843352e+10       1.101949929956e+03       3.815882481151e-08       2.916547964960e+30       7.135391469296e+30       7.135391469296e+30       2.378463600847e+30      -7.222072343718e+35       9.286444453173e-05       1.257514739917e-01 
       3.494411920797e+10       6.190787893184e-19       1.326551682723e-05       2.634207375791e+15       1.429062973293e+04       4.089566443918e-07       4.993734689588e+14       7.658849183477e-06       4.102753880439e+30       1.055407926577e+23       5.474068103210e+23       9.524019705429e+10       1.094289900653e+03       3.815882481151e-08       2.836293965287e+30       6.939048498674e+30       6.939048498674e+30       2.313015948575e+30      -6.974522534820e+35       9.294590463862e-05       1.256412632061e-01 
       3.470121073280e+10       6.277762270931e-19       1.335837441729e-05       2.597712119092e+15       1.429062973284e+04       4.118193409004e-07       4.959021538778e+14       7.712461126240e-06       3.989859317232e+30       1.033551067638e+23       5.360703468227e+23       9.457815000442e+10       1.086683118823e+03       3.815882481151e-08       2.758248297019e+30       6.748108253676e+30       6.748108253676e+30       2.249369204750e+30      -6.735457950810e+35       9.302736474611e-05       1.255312454408e-01 
       3.445999079717e+10       6.365958551683e-19       1.345188320556e-05       2.561722480814e+15       1.429062973274e+04       4.147020762845e-07       4.924549690904e+14       7.766448352580e-06       3.880071248533e+30       1.012146851010e+23       5.249686546174e+23       9.392070506908e+10       1.079129214325e+03       3.815882481151e-08       2.682350193993e+30       6.562422068710e+30       6.562422068710e+30       2.187473814175e+30      -6.504587745002e+35       9.310882485422e-05       1.254214201893e-01 
       3.422044766348e+10       6.455393901953e-19       1.354604683002e-05       2.526231455939e+15       1.429062973265e+04       4.176049908162e-07       4.890317468586e+14       7.820813489484e-06       3.773304193628e+30       9.911859027444e+22       5.140968717338e+23       9.326783025743e+10       1.071627819589e+03       3.815882481151e-08       2.608540562135e+30       6.381845368978e+30       6.381845368978e+30       2.127281585254e+30      -6.281631040015e+35       9.319028496296e-05       1.253117869470e-01 
       3.398256967570e+10       6.546085729429e-19       1.364086892863e-05       2.491232136497e+15       1.429062973255e+04       4.205282257496e-07       4.856323206105e+14       7.875559182324e-06       3.669475023952e+30       9.706590430220e+22       5.034502368891e+23       9.261949380097e+10       1.064178569604e+03       3.815882481151e-08       2.536761933449e+30       6.206237557918e+30       6.206237557918e+30       2.068745652467e+30      -6.066316586058e+35       9.327174507231e-05       1.252023452106e-01 
       3.374634525884e+10       6.638051686359e-19       1.373635495838e-05       2.456717710224e+15       1.429062973246e+04       4.234719233275e-07       4.822565249321e+14       7.930688094991e-06       3.568502898375e+30       9.505572821322e+22       4.930240874037e+23       9.197566415205e+10       1.056781101892e+03       3.815882481151e-08       2.466958421276e+30       6.035461907730e+30       6.035461907730e+30       2.011820439883e+30      -5.858382430923e+35       9.335320518231e-05       1.250930944790e-01 
       3.351176291837e+10       6.731309672986e-19       1.383250855724e-05       2.422681459236e+15       1.429062973236e+04       4.264362267884e-07       4.789041955594e+14       7.986202910024e-06       3.470309200249e+30       9.308718165355e+22       4.828138571595e+23       9.133630998232e+10       1.049435056498e+03       3.815882481151e-08       2.399075676773e+30       5.869385452924e+30       5.869385452924e+30       1.956461625674e+30      -5.657575601297e+35       9.343466529293e-05       1.249840342526e-01 
       3.327881123964e+10       6.825877841036e-19       1.392933700117e-05       2.389116758719e+15       1.429062973227e+04       4.294212803736e-07       4.755751693700e+14       8.042106328740e-06       3.374817476208e+30       9.115940250086e+22       4.728150745996e+23       9.070140018120e+10       1.042140075968e+03       3.815882481151e-08       2.333060846607e+30       5.707878886790e+30       5.707878886790e+30       1.902626107605e+30      -5.463651794994e+35       9.351612540420e-05       1.248751640337e-01 
       3.304747888738e+10       6.921774597245e-19       1.402684210916e-05       2.356017075643e+15       1.429062973217e+04       4.324272293337e-07       4.722692843756e+14       8.098401071364e-06       3.281953376634e+30       8.927154648683e+22       4.630233607707e+23       9.007090385436e+10       1.034895805332e+03       3.815882481151e-08       2.268862531794e+30       5.550816460723e+30       5.550816460723e+30       1.850271969476e+30      -5.276375083730e+35       9.359758551612e-05       1.247664833262e-01 
       3.281775460510e+10       7.019018606949e-19       1.412502933817e-05       2.323375967491e+15       1.429062973207e+04       4.354542199366e-07       4.689863797137e+14       8.155089877162e-06       3.191644597769e+30       8.742278682745e+22       4.534344274046e+23       8.944479032224e+10       1.027701892089e+03       3.815882481151e-08       2.206430747687e+30       5.398075886314e+30       5.398075886314e+30       1.799358448485e+30      -5.095517626103e+35       9.367904562868e-05       1.246579916358e-01 
       3.258962721455e+10       7.117628797712e-19       1.422390596417e-05       2.291187080999e+15       1.429062973197e+04       4.385023994737e-07       4.657262956404e+14       8.212175504577e-06       3.103820825424e+30       8.561231386089e+22       4.440440750410e+23       8.882302911855e+10       1.020557986188e+03       3.815882481151e-08       2.145716885055e+30       5.249538240136e+30       5.249538240136e+30       1.749845903493e+30      -4.920859390388e+35       9.376050574191e-05       1.245496884699e-01 
       3.236308561520e+10       7.217624363009e-19       1.432347198715e-05       2.259444150926e+15       1.429062973187e+04       4.415719162675e-07       4.624888735220e+14       8.269660731360e-06       3.018413680230e+30       8.383933469293e+22       4.348481911874e+23       8.820558998876e+10       1.013463740009e+03       3.815882481151e-08       2.086673672236e+30       5.105087871154e+30       5.105087871154e+30       1.701695784155e+30      -4.752187886857e+35       9.384196585579e-05       1.244415733376e-01 
       3.213811878367e+10       7.319024765968e-19       1.442373650207e-05       2.228140998831e+15       1.429062973177e+04       4.446629196788e-07       4.592739558274e+14       8.327548354705e-06       2.935356664396e+30       8.210307284972e+22       4.258427485188e+23       8.759244288867e+10       1.006418808352e+03       3.815882481151e-08       2.029255138332e+30       4.964612310673e+30       4.964612310673e+30       1.654870600909e+30      -4.589297909255e+35       9.392342597034e-05       1.243336457496e-01 
       3.191471577321e+10       7.421849743152e-19       1.452470314689e-05       2.197271531872e+15       1.429062973167e+04       4.477755601139e-07       4.560813861207e+14       8.385841191389e-06       2.854585109936e+30       8.040276793768e+22       4.170238031136e+23       8.698355798293e+10       9.994228484147e+02       3.815882481151e-08       1.973416577415e+30       4.828002184777e+30       4.828002184777e+30       1.609333895783e+30      -4.431991285149e+35       9.400488608557e-05       1.242259052186e-01 
       3.169286571317e+10       7.526119308403e-19       1.462637555960e-05       2.166829741619e+15       1.429062973157e+04       4.509099890321e-07       4.529110090535e+14       8.444542077905e-06       2.776036128320e+30       7.873767531056e+22       4.083874927264e+23       8.637890564355e+10       9.924755197778e+02       3.815882481151e-08       1.919114513721e+30       4.695151129166e+30       4.695151129166e+30       1.565050214013e+30      -4.280076634832e+35       9.408634620147e-05       1.241183512587e-01 
       3.147255780846e+10       7.631853756738e-19       1.472876101616e-05       2.136809702885e+15       1.429062973147e+04       4.540663589526e-07       4.497626703572e+14       8.503653870600e-06       2.699648561507e+30       7.710706574327e+22       3.999300350967e+23       8.577845644854e+10       9.855764843885e+02       3.815882481151e-08       1.866306667798e+30       4.565955706342e+30       4.565955706342e+30       1.521985076435e+30      -4.133369138488e+35       9.416780631805e-05       1.240109833857e-01 
       3.125378133904e+10       7.739073668300e-19       1.483186133555e-05       2.107205572572e+15       1.429062973136e+04       4.572448234625e-07       4.466362168355e+14       8.563179445819e-06       2.625362934328e+30       7.551022511251e+22       3.916477262921e+23       8.518218118040e+10       9.787254065442e+02       3.815882481151e-08       1.814951923591e+30       4.440315325077e+30       4.440315325077e+30       1.480104952640e+30      -3.991690311338e+35       9.424926643533e-05       1.239038011173e-01 
       3.103652565938e+10       7.847799912359e-19       1.493568561273e-05       2.078011588535e+15       1.429062973126e+04       4.604455372240e-07       4.435314963572e+14       8.623121700037e-06       2.553121408179e+30       7.394645408407e+22       3.835369390865e+23       8.459005082476e+10       9.719219528755e+02       3.815882481151e-08       1.765010296423e+30       4.318132162085e+30       4.318132162085e+30       1.439377234867e+30      -3.854867786501e+35       9.433072655330e-05       1.237968039727e-01 
       3.082078019795e+10       7.958053651381e-19       1.504023566667e-05       2.049222068460e+15       1.429062973116e+04       4.636686559818e-07       4.404483578485e+14       8.683483550009e-06       2.482867735988e+30       7.241506780652e+22       3.755941213716e+23       8.400203656890e+10       9.651657923306e+02       3.815882481151e-08       1.716442901867e+30       4.199311085864e+30       4.199311085864e+30       1.399770212618e+30      -3.722735105283e+35       9.441218667196e-05       1.236899914726e-01 
       3.060653445670e+10       8.069856345142e-19       1.514551695436e-05       2.020831408758e+15       1.429062973105e+04       4.669143365708e-07       4.373866512856e+14       8.744267932903e-06       2.414547218421e+30       7.091539561126e+22       3.678157946009e+23       8.341810980042e+10       9.584565961589e+02       3.815882481151e-08       1.669211925473e+30       4.083759582625e+30       4.083759582625e+30       1.361253047964e+30      -3.595131514673e+35       9.449364679134e-05       1.235833631398e-01 
       3.039377801058e+10       8.183229754905e-19       1.525153493276e-05       1.992834083474e+15       1.429062973094e+04       4.701827369240e-07       4.343462276880e+14       8.805477806450e-06       2.348106661293e+30       6.944678071888e+22       3.601985522666e+23       8.283824210580e+10       9.517940378950e+02       3.815882481151e-08       1.623280593318e+30       3.971387684257e+30       3.971387684257e+30       1.323795751537e+30      -3.471901771760e+35       9.457510691142e-05       1.234769184982e-01 
